keys,value_size,num_threads,rdbcompression,rdbchecksum,valkey_data_throughput_mb_s,actual_throughput_mb_s,rdb_file_size_bytes,status,port,save_duration_seconds,cpu_utilization_percent,cpu_total_time_seconds,io_read_bytes,io_write_bytes,memory_rss_bytes,context_switches_voluntary,context_switches_involuntary
5000000,5000,1,yes,yes,126.37114364404322,113.67667856281899,22560618003,ok,7000,198.46302942896727,99.88762167462173,198.24,0,22560624640,26104631296,191,2855
5000000,5000,2,yes,yes,294.70405361672067,265.09990341237904,22560618003,ok,7000,85.10232449200703,187.64469825380434,159.69000000000003,0,22560624640,26105155584,23957,665
5000000,5000,3,yes,yes,409.82997199553586,368.6609826304414,22560618003,ok,7000,61.19610988401109,263.39909563780066,161.18999999999997,0,22560624640,26105679872,23000,339
5000000,5000,4,yes,yes,447.3189643925926,402.38406224716266,22560618003,ok,7000,56.067374729027506,290.4184488518575,162.83,0,22560624640,26106728448,41772,123
5000000,5000,6,yes,yes,445.5893614035947,400.8282044986927,22560618003,ok,7000,56.28500626899768,308.02164109466196,173.37,0,22560624640,26107252736,63095,129
5000000,5000,8,yes,yes,446.8347890490495,401.94852417012333,22560618003,ok,7000,56.1281274749781,312.42802475136097,175.36,0,22560624640,26107777024,46561,122
5000000,5000,10,yes,yes,447.1379011824793,402.2211875295485,22560618003,ok,7000,56.090078549983446,316.3839391700269,177.45999999999992,0,22560624640,26109349888,36320,121
