keys,value_size,num_threads,rdbcompression,rdbchecksum,valkey_data_throughput_mb_s,actual_throughput_mb_s,rdb_file_size_bytes,status,port,save_duration_seconds,cpu_utilization_percent,cpu_total_time_seconds,io_read_bytes,io_write_bytes,memory_rss_bytes,context_switches_voluntary,context_switches_involuntary
100000000,50,1,yes,yes,116.04257178212396,121.31723608748194,6900000111,ok,7000,56.87567845697049,99.95485160323861,56.85,0,0,11030614016,1,829
100000000,50,2,yes,yes,212.92699193409243,222.6054951485051,6900000111,ok,7000,30.996539894025773,189.02109783967387,58.589999999999996,0,0,11031138304,119458,306
100000000,50,3,yes,yes,222.55659069737007,232.67280310842955,6900000111,ok,7000,29.6553787929588,247.61106749860434,73.43,0,0,11032186880,442868,110
100000000,50,4,yes,yes,223.14258375612178,233.28543222516166,6900000111,ok,7000,29.57750102604041,263.54491520893487,77.95000000000003,0,0,11032186880,363605,64
100000000,50,6,yes,yes,208.82283299157197,218.31478345775471,6900000111,ok,7000,31.60573920700699,260.36410495267353,82.28999999999996,0,0,11032711168,244343,38
100000000,50,8,yes,yes,116.89268935041984,122.20599537772506,6900000111,ok,7000,56.462042550963815,161.47131042542088,91.17000000000002,0,0,11033759744,181657,52
100000000,50,10,yes,yes,112.45128989576932,117.56271405498508,6900000111,ok,7000,58.69207908702083,158.24963341695545,92.88000000000002,0,0,11036381184,151677,30
