threads,keys,value_size,rdbcompression,rdbchecksum,actual_throughput_mb_s,rdb_file_size_bytes,load_duration_seconds,avg_cpu_percent,avg_memory_rss_bytes,total_disk_read_bytes,total_disk_write_bytes,cpu_user_time_seconds,cpu_system_time_seconds,memory_rss_bytes_final,status,flamegraph_generated
1,50.0,50,no,yes,91.13051930899678,3450019200,37.858,96.53289473684211,2943015343.1578946,3422011392,4096,31.62,5.58,5528989696,ok,False
2,50.0,50,no,yes,146.29883809685353,3450019200,23.582,135.65208333333334,3046148608.0,3450019840,4096,26.44,6.52,5563936768,ok,False
3,50.0,50,no,yes,173.77822999042962,3450019200,19.853,166.55,3007037542.4,3449536512,0,27.95,6.36,5601349632,ok,False
4,50.0,50,no,yes,176.5889952398014,3450019200,19.537,172.45000000000002,3080893132.8,3450019840,4096,28.41,6.43,5622128640,ok,False
6,50.0,50,no,yes,155.6095439989175,3450019200,22.171,170.9088888888889,3099943276.088889,3450019840,0,32.54,6.87,5679988736,ok,False
8,50.0,50,no,yes,155.28735652878427,3450019200,22.217,165.89777777777778,3142557878.0444446,3450019840,4096,31.05,7.16,5695631360,ok,False
10,50.0,50,no,yes,156.51314249421583,3450019200,22.043,171.75555555555556,3280169096.5333333,3450019840,0,32.47,6.73,5679992832,ok,False
15,50.0,50,no,yes,150.98552297592997,3450019200,22.85,181.79782608695652,3388147712.0,3450019840,0,36.81,7.96,5668548608,ok,False
