test_type,num_threads,num_keys_millions,value_size_bytes,primary_port,status,bgsave_duration_seconds,primary_cpu_time_seconds,primary_net_write_mb_s
primary_bgsave,1,20.0,500,7000,ok,85.82619214199804,85.75,121.74656338839112
primary_bgsave,2,20.0,500,7000,ok,45.19107517100201,87.28,230.53404882663696
primary_bgsave,3,20.0,500,7000,ok,34.91930352399504,99.9,298.40557535289173
primary_bgsave,4,20.0,500,7000,ok,30.052610169004765,100.34,346.68838524866925
primary_bgsave,6,20.0,500,7000,ok,30.05121891300223,130.46,346.6710629329083
primary_bgsave,8,20.0,500,7000,ok,27.141246636994765,113.7,383.85626494397377
primary_bgsave,10,20.0,500,7000,ok,31.166177377999702,165.88000000000002,334.1897303501928
primary_bgsave,15,20.0,500,7000,ok,30.50623838300089,190.08999999999997,341.49512533164733
