test_type,num_threads,num_keys_millions,value_size_bytes,primary_port,status,bgsave_duration_seconds,primary_cpu_time_seconds,primary_net_write_mb_s
primary_bgsave,1,100.0,50,7000,ok,74.38824697000382,74.14,93.41965283577973
primary_bgsave,2,100.0,50,7000,ok,56.92507131199818,69.14,121.40343598556686
primary_bgsave,3,100.0,50,7000,ok,57.23928674200579,68.86,120.78627728472858
primary_bgsave,4,100.0,50,7000,ok,56.96317497099517,70.25999999999999,121.3727624297697
primary_bgsave,6,100.0,50,7000,ok,57.1585458979971,68.82,120.95754072082273
primary_bgsave,8,100.0,50,7000,ok,57.121006271001534,69.85,120.98739227758402
primary_bgsave,10,100.0,50,7000,ok,57.48753492799733,69.91999999999999,120.26496388581279
primary_bgsave,15,100.0,50,7000,ok,56.72924905599939,75.13,121.87223187416475
