test_type,num_threads,num_keys_millions,value_size_bytes,primary_port,status,bgsave_duration_seconds,primary_cpu_time_seconds,primary_net_write_mb_s
primary_bgsave,1,0.5,100000,7000,ok,222.35978240999975,218.51,172.55080950409553
primary_bgsave,2,0.5,100000,7000,ok,135.14423695699952,214.52,283.37917589623476
primary_bgsave,3,0.5,100000,7000,ok,134.83972187300242,216.73999999999998,284.05075990199504
primary_bgsave,4,0.5,100000,7000,ok,142.24875686299492,220.24,269.3630645145399
primary_bgsave,6,0.5,100000,7000,ok,134.29542633399979,220.62,285.18722957658684
primary_bgsave,8,0.5,100000,7000,ok,134.14327805199719,240.65,285.57083731881903
primary_bgsave,10,0.5,100000,7000,ok,134.05156668699783,231.18999999999997,285.841158906176
primary_bgsave,15,0.5,100000,7000,ok,134.0912747839975,220.72,285.5892184311617
