test_type,num_threads,num_keys_millions,value_size_bytes,primary_port,status,bgsave_duration_seconds,primary_cpu_time_seconds,primary_net_write_mb_s
primary_bgsave,1,5.0,5000,7000,ok,173.31166482900153,173.10999999999999,131.03109228917808
primary_bgsave,2,5.0,5000,7000,ok,87.45667730100104,162.56,258.34200039682264
primary_bgsave,3,5.0,5000,7000,ok,86.37516795600095,165.88,261.6572478390163
primary_bgsave,4,5.0,5000,7000,ok,85.82629074400029,165.64,263.285904227192
primary_bgsave,6,5.0,5000,7000,ok,85.79119991899643,168.08,263.3647454090103
primary_bgsave,8,5.0,5000,7000,ok,85.88407766100136,168.10999999999999,263.1609176873412
primary_bgsave,10,5.0,5000,7000,ok,85.75219804299559,169.13,263.49907303449766
primary_bgsave,15,5.0,5000,7000,ok,85.68560631199944,169.18,263.7013014615937
