test_type,rdb_threads,num_keys_millions,value_size_bytes,primary_port,replica_port,status,sync_duration_seconds,primary_cpu_time_seconds,primary_io_write_mb_s,replica_cpu_time_seconds,replica_io_read_mb_s
full_sync,1,0.1,100,7000,7001,ok,23.64147953200154,2.6100000000000008,0.00034650961624086,12.709999999999999,0.0
full_sync,2,0.1,100,7000,7001,ok,19.633915585000068,1.6400000000000006,0.00020861860092386588,11.55,0.0
full_sync,3,0.1,100,7000,7001,ok,18.63245092984289,1.5699999999999985,0.00021983151950447872,11.45,0.0
full_sync,4,0.1,100,7000,7001,ok,17.63014243915677,1.6300000000000017,0.00023232937647189574,11.41,0.0
full_sync,6,0.1,100,7000,7001,ok,17.730292774969712,1.379999999999999,0.0,11.29,0.0
full_sync,8,0.1,100,7000,7001,ok,17.730071312980726,1.3200000000000003,0.0002310199393840674,11.31,0.0
full_sync,10,0.1,100,7000,7001,ok,17.73237564601004,1.429999999999998,0.0002309899182020566,11.28,0.0
